site_id,property_name,category_id,category_name,amenity_id,amenity_name
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","8","Fireplace"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","7","Furnished"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","82","Garbage Disposal"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","21","Hardwood Floors"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp0gblz91","Great value in beautiful SW Raleigh","Unit Features","Unit Features","41","Smoke-Free"
"ocp0gblz91","Great value in beautiful SW Raleigh","Security","Security","99","Exterior Lighting"
"ocp0gblz91","Great value in beautiful SW Raleigh","Community Features","Community Features","10","Pool"
"ocp0gblz91","Great value in beautiful SW Raleigh","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp0gblz91","Great value in beautiful SW Raleigh","Convenient For","Convenient For","981","Undergraduates"
"ocp0gblz91","Great value in beautiful SW Raleigh","Convenient For","Convenient For","982","Graduate Students"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","1","Air Conditioning"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","26","Dishwasher"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","8","Fireplace"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","71","Outdoor Space"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocplp7c98d","Collegeview Apartments","Unit Features","Unit Features","41","Smoke-Free"
"ocplp7c98d","Collegeview Apartments","Community Features","Community Features","19","Near Bus Stop"
"ocplp7c98d","Collegeview Apartments","Community Features","Community Features","103","Walk to campus"
"ocplp7c98d","Collegeview Apartments","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocplp7c98d","Collegeview Apartments","Convenient For","Convenient For","981","Undergraduates"
"ocplp7c98d","Collegeview Apartments","Convenient For","Convenient For","982","Graduate Students"
"ocplp7c98d","Collegeview Apartments","Convenient For","Convenient For","983","Faculty/Staff"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","1","Air Conditioning"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","26","Dishwasher"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","80","Extra Storage"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","83","Garden/Yard"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","21","Hardwood Floors"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","468","Loft"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","71","Outdoor Space"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Unit Features","Unit Features","41","Smoke-Free"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Security","Security","95","Dead-Bolt Locks"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Security","Security","25","Security System"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Community Features","Community Features","43","International Student Friendly"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Laundry","Laundry","104","Laundry Access"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Convenient For","Convenient For","981","Undergraduates"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Convenient For","Convenient For","982","Graduate Students"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","Convenient For","Convenient For","983","Faculty/Staff"
"33f756e","University Village at 2505","Community Features","Community Features","265","Clubhouse"
"33f756e","University Village at 2505","Community Features","Community Features","45","Fitness Room"
"33f756e","University Village at 2505","Community Features","Community Features","10","Pool"
"33f756e","University Village at 2505","Convenient For","Convenient For","981","Undergraduates"
"33f756e","University Village at 2505","Convenient For","Convenient For","982","Graduate Students"
"33f756e","University Village at 2505","Convenient For","Convenient For","983","Faculty/Staff"
"33f756e","University Village at 2505","Unique Features","Unique Features","","Computer Lab"
"33f756e","University Village at 2505","Unique Features","Unique Features","","Private Bathrooms"
"33f756e","University Village at 2505","Unique Features","Unique Features","","Private Bedrooms"
"33f756e","University Village at 2505","Unique Features","Unique Features","","Study Area"
"ocphe602k0","Apartment close to campus","Lease Information","Lease Information","16","12 month lease"
"ocphe602k0","Apartment close to campus","Lease Information","Lease Information","102","Academic Year"
"ocphe602k0","Apartment close to campus","Lease Information","Lease Information","63","Month-to-Month"
"ocphe602k0","Apartment close to campus","Unit Features","Unit Features","1","Air Conditioning"
"ocphe602k0","Apartment close to campus","Unit Features","Unit Features","21","Hardwood Floors"
"ocphe602k0","Apartment close to campus","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocphe602k0","Apartment close to campus","Convenient For","Convenient For","981","Undergraduates"
"ocphe602k0","Apartment close to campus","Convenient For","Convenient For","982","Graduate Students"
"zfenc9w","Room in Condo on Wolfmill Dr","Unit Features","Unit Features","1","Air Conditioning"
"zfenc9w","Room in Condo on Wolfmill Dr","Unit Features","Unit Features","26","Dishwasher"
"zfenc9w","Room in Condo on Wolfmill Dr","Laundry","Laundry","9","Washer/Dryer in Unit"
"zfenc9w","Room in Condo on Wolfmill Dr","Convenient For","Convenient For","981","Undergraduates"
"zfenc9w","Room in Condo on Wolfmill Dr","Convenient For","Convenient For","982","Graduate Students"
"zfenc9w","Room in Condo on Wolfmill Dr","Convenient For","Convenient For","983","Faculty/Staff"
"ocpvv9069d","912 Chaney Rd. #102","Unit Features","Unit Features","1","Air Conditioning"
"ocpvv9069d","912 Chaney Rd. #102","Unit Features","Unit Features","26","Dishwasher"
"ocpvv9069d","912 Chaney Rd. #102","Unit Features","Unit Features","82","Garbage Disposal"
"ocpvv9069d","912 Chaney Rd. #102","Unit Features","Unit Features","21","Hardwood Floors"
"ocpvv9069d","912 Chaney Rd. #102","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpvv9069d","912 Chaney Rd. #102","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpvv9069d","912 Chaney Rd. #102","Convenient For","Convenient For","981","Undergraduates"
"ocpvv9069d","912 Chaney Rd. #102","Convenient For","Convenient For","982","Graduate Students"
"ocpvv9069d","912 Chaney Rd. #102","Convenient For","Convenient For","983","Faculty/Staff"
"49jmmdh","Room in Townhome on Haskell Dr","Unit Features","Unit Features","1","Air Conditioning"
"49jmmdh","Room in Townhome on Haskell Dr","Unit Features","Unit Features","26","Dishwasher"
"49jmmdh","Room in Townhome on Haskell Dr","Laundry","Laundry","9","Washer/Dryer in Unit"
"49jmmdh","Room in Townhome on Haskell Dr","Convenient For","Convenient For","981","Undergraduates"
"49jmmdh","Room in Townhome on Haskell Dr","Convenient For","Convenient For","982","Graduate Students"
"49jmmdh","Room in Townhome on Haskell Dr","Convenient For","Convenient For","983","Faculty/Staff"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","16","12 month lease"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","88","2 Year"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","17","9 month lease"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","102","Academic Year"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","76","Fall Sublet"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","18","Flexible/Other lease"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","63","Month-to-Month"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","87","Semester"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","42","Short-Term lease"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","77","Spring Sublet"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","75","Summer Sublet"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Lease Information","Lease Information","313","Winter Sublet"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","1","Air Conditioning"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","80","Extra Storage"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","83","Garden/Yard"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","71","Outdoor Space"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Unit Features","Unit Features","41","Smoke-Free"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Security","Security","95","Dead-Bolt Locks"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Security","Security","99","Exterior Lighting"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Community Features","Community Features","43","International Student Friendly"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Community Features","Community Features","19","Near Bus Stop"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Laundry","Laundry","33","Washer/Dryer Hookups"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Convenient For","Convenient For","981","Undergraduates"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Convenient For","Convenient For","982","Graduate Students"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","Convenient For","Convenient For","983","Faculty/Staff"
"wjt9dqk","Room in Condo on University Ct","Unit Features","Unit Features","1","Air Conditioning"
"wjt9dqk","Room in Condo on University Ct","Unit Features","Unit Features","26","Dishwasher"
"wjt9dqk","Room in Condo on University Ct","Laundry","Laundry","9","Washer/Dryer in Unit"
"wjt9dqk","Room in Condo on University Ct","Convenient For","Convenient For","981","Undergraduates"
"wjt9dqk","Room in Condo on University Ct","Convenient For","Convenient For","982","Graduate Students"
"wjt9dqk","Room in Condo on University Ct","Convenient For","Convenient For","983","Faculty/Staff"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","1","Air Conditioning"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","26","Dishwasher"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","80","Extra Storage"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","7","Furnished"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","21","Hardwood Floors"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Unit Features","Unit Features","41","Smoke-Free"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Security","Security","95","Dead-Bolt Locks"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Security","Security","99","Exterior Lighting"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Security","Security","98","Video Surveillance"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Community Features","Community Features","44","Roommate Matching"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Convenient For","Convenient For","981","Undergraduates"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Convenient For","Convenient For","982","Graduate Students"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","Convenient For","Convenient For","983","Faculty/Staff"
"bq6wzsb","Room in House on Quartz Ct","Unit Features","Unit Features","1","Air Conditioning"
"bq6wzsb","Room in House on Quartz Ct","Unit Features","Unit Features","26","Dishwasher"
"bq6wzsb","Room in House on Quartz Ct","Laundry","Laundry","9","Washer/Dryer in Unit"
"bq6wzsb","Room in House on Quartz Ct","Convenient For","Convenient For","981","Undergraduates"
"bq6wzsb","Room in House on Quartz Ct","Convenient For","Convenient For","982","Graduate Students"
"bq6wzsb","Room in House on Quartz Ct","Convenient For","Convenient For","983","Faculty/Staff"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","1","Air Conditioning"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","20","Carpet"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","15","Disability Accessible"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","26","Dishwasher"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","80","Extra Storage"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","7","Furnished"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","82","Garbage Disposal"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","21","Hardwood Floors"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp4t7wmxk","University Oaks","Unit Features","Unit Features","41","Smoke-Free"
"ocp4t7wmxk","University Oaks","Security","Security","95","Dead-Bolt Locks"
"ocp4t7wmxk","University Oaks","Security","Security","99","Exterior Lighting"
"ocp4t7wmxk","University Oaks","Community Features","Community Features","43","International Student Friendly"
"ocp4t7wmxk","University Oaks","Community Features","Community Features","19","Near Bus Stop"
"ocp4t7wmxk","University Oaks","Community Features","Community Features","103","Walk to campus"
"ocp4t7wmxk","University Oaks","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp4t7wmxk","University Oaks","Convenient For","Convenient For","981","Undergraduates"
"ocp4t7wmxk","University Oaks","Convenient For","Convenient For","982","Graduate Students"
"z44390w","Lofts at Lineberry","Convenient For","Convenient For","981","Undergraduates"
"z44390w","Lofts at Lineberry","Convenient For","Convenient For","982","Graduate Students"
"z44390w","Lofts at Lineberry","Convenient For","Convenient For","983","Faculty/Staff"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","16","12 month lease"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","17","9 month lease"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","102","Academic Year"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","76","Fall Sublet"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","63","Month-to-Month"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","87","Semester"
"ocp90bdzb4","Brick Bungalow close to Campus","Lease Information","Lease Information","42","Short-Term lease"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","1","Air Conditioning"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","26","Dishwasher"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","7","Furnished"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","82","Garbage Disposal"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","83","Garden/Yard"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","21","Hardwood Floors"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","71","Outdoor Space"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp90bdzb4","Brick Bungalow close to Campus","Unit Features","Unit Features","41","Smoke-Free"
"ocp90bdzb4","Brick Bungalow close to Campus","Community Features","Community Features","46","Individual Leases"
"ocp90bdzb4","Brick Bungalow close to Campus","Community Features","Community Features","19","Near Bus Stop"
"ocp90bdzb4","Brick Bungalow close to Campus","Laundry","Laundry","104","Laundry Access"
"ocp90bdzb4","Brick Bungalow close to Campus","Security","Security","25","Security System"
"ocp90bdzb4","Brick Bungalow close to Campus","Security","Security","98","Video Surveillance"
"ocp90bdzb4","Brick Bungalow close to Campus","Convenient For","Convenient For","981","Undergraduates"
"ocp90bdzb4","Brick Bungalow close to Campus","Convenient For","Convenient For","982","Graduate Students"
"ocp90bdzb4","Brick Bungalow close to Campus","Convenient For","Convenient For","983","Faculty/Staff"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Lease Information","Lease Information","16","12 month lease"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Lease Information","Lease Information","18","Flexible/Other lease"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Unit Features","Unit Features","1","Air Conditioning"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Community Features","Community Features","81","Elevator"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Community Features","Community Features","45","Fitness Room"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Community Features","Community Features","43","International Student Friendly"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Community Features","Community Features","19","Near Bus Stop"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Laundry","Laundry","12","Laundry Room in Community"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Convenient For","Convenient For","981","Undergraduates"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Convenient For","Convenient For","982","Graduate Students"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","Convenient For","Convenient For","983","Faculty/Staff"
"ocpq99qjpx","Apartment close to NCSU","Lease Information","Lease Information","16","12 month lease"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","1","Air Conditioning"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","26","Dishwasher"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","82","Garbage Disposal"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","21","Hardwood Floors"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpq99qjpx","Apartment close to NCSU","Unit Features","Unit Features","41","Smoke-Free"
"ocpq99qjpx","Apartment close to NCSU","Community Features","Community Features","46","Individual Leases"
"ocpq99qjpx","Apartment close to NCSU","Community Features","Community Features","10","Pool"
"ocpq99qjpx","Apartment close to NCSU","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpq99qjpx","Apartment close to NCSU","Convenient For","Convenient For","981","Undergraduates"
"ocpq99qjpx","Apartment close to NCSU","Convenient For","Convenient For","982","Graduate Students"
"ocpq99qjpx","Apartment close to NCSU","Convenient For","Convenient For","983","Faculty/Staff"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","Convenient For","Convenient For","981","Undergraduates"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","Convenient For","Convenient For","982","Graduate Students"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","Convenient For","Convenient For","983","Faculty/Staff"
"ocps6ymwl7","University Woods","Lease Information","Lease Information","16","12 month lease"
"ocps6ymwl7","University Woods","Unit Features","Unit Features","1","Air Conditioning"
"ocps6ymwl7","University Woods","Unit Features","Unit Features","26","Dishwasher"
"ocps6ymwl7","University Woods","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocps6ymwl7","University Woods","Security","Security","95","Dead-Bolt Locks"
"ocps6ymwl7","University Woods","Security","Security","99","Exterior Lighting"
"ocps6ymwl7","University Woods","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocps6ymwl7","University Woods","Convenient For","Convenient For","981","Undergraduates"
"ocps6ymwl7","University Woods","Convenient For","Convenient For","982","Graduate Students"
"ocps6ymwl7","University Woods","Convenient For","Convenient For","983","Faculty/Staff"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Unit Features","Unit Features","1","Air Conditioning"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Unit Features","Unit Features","26","Dishwasher"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Laundry","Laundry","9","Washer/Dryer in Unit"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Convenient For","Convenient For","981","Undergraduates"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Convenient For","Convenient For","982","Graduate Students"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","Convenient For","Convenient For","983","Faculty/Staff"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Lease Information","Lease Information","16","12 month lease"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Unit Features","Unit Features","1","Air Conditioning"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Unit Features","Unit Features","26","Dishwasher"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Community Features","Community Features","46","Individual Leases"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Community Features","Community Features","19","Near Bus Stop"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Convenient For","Convenient For","981","Undergraduates"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Convenient For","Convenient For","982","Graduate Students"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","Convenient For","Convenient For","983","Faculty/Staff"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","1","Air Conditioning"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","20","Carpet"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","15","Disability Accessible"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","26","Dishwasher"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","80","Extra Storage"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","7","Furnished"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","82","Garbage Disposal"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","83","Garden/Yard"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","303","High-Speed Internet Available"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"5hme2mn","The Station Raleigh","Unit Features","Unit Features","41","Smoke-Free"
"5hme2mn","The Station Raleigh","Community Features","Community Features","265","Clubhouse"
"5hme2mn","The Station Raleigh","Community Features","Community Features","81","Elevator"
"5hme2mn","The Station Raleigh","Community Features","Community Features","45","Fitness Room"
"5hme2mn","The Station Raleigh","Community Features","Community Features","46","Individual Leases"
"5hme2mn","The Station Raleigh","Community Features","Community Features","10","Pool"
"5hme2mn","The Station Raleigh","Community Features","Community Features","44","Roommate Matching"
"5hme2mn","The Station Raleigh","Lease Information","Lease Information","18","Flexible/Other lease"
"5hme2mn","The Station Raleigh","Security","Security","96","Gated Community"
"5hme2mn","The Station Raleigh","University Features","University Features","74","Private Shuttle to Campus"
"5hme2mn","The Station Raleigh","Laundry","Laundry","9","Washer/Dryer in Unit"
"5hme2mn","The Station Raleigh","Convenient For","Convenient For","981","Undergraduates"
"5hme2mn","The Station Raleigh","Convenient For","Convenient For","982","Graduate Students"
"5hme2mn","The Station Raleigh","Convenient For","Convenient For","983","Faculty/Staff"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Air Conditioner"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Basketball Court, Tanning Room"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Club House"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Dryer"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Gated Community"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Massive Retreat Style Pool"
"5hme2mn","The Station Raleigh","Unique Features","Unique Features","","Washer"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Lease Information","Lease Information","16","12 month lease"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","1","Air Conditioning"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","20","Carpet"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","26","Dishwasher"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","80","Extra Storage"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","71","Outdoor Space"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Unit Features","Unit Features","41","Smoke-Free"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Security","Security","95","Dead-Bolt Locks"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","Security","Security","99","Exterior Lighting"
